<<<<<<< HEAD:nflscraping/working_files/scores_prep.csv
,season,week,awayteam,hometeam,awayscore,homescore,idgame,score_abs,winner_home,winner_away
893,2017,13,Washington,Cowboys,14,38,400951672,24,1,0
894,2020,13,Jaguars,Vikings,24,27,401220303,3,1,0
895,2020,13,Raiders,Jets,31,28,401220142,-3,0,1
896,2020,13,Colts,Texans,26,20,401220178,-6,0,1
897,2021,12,Chargers,Broncos,13,28,401326504,15,1,0
898,2021,12,Rams,Packers,28,36,401326505,8,1,0
899,2021,12,Vikings,49ers,26,34,401326506,8,1,0
900,2017,13,Vikings,Falcons,14,9,400951677,-5,0,1
901,2017,13,Patriots,Bills,23,3,400951684,-20,0,1
902,2020,13,Rams,Cardinals,38,28,401220336,-10,0,1
903,2020,13,Giants,Seahawks,17,12,401220364,-5,0,1
904,2020,13,Eagles,Packers,16,30,401220297,14,1,0
905,2021,12,Browns,Ravens,10,16,401326507,6,1,0
906,2021,12,Seahawks,Washington,15,17,401326508,2,1,0
907,2017,13,49ers,Bears,15,14,400951707,-1,0,1
908,2017,13,Buccaneers,Packers,20,26,400951710,6,1,0
909,2017,13,Texans,Titans,13,24,400951728,11,1,0
910,2017,13,Broncos,Dolphins,9,35,400951718,26,1,0
911,2020,13,Patriots,Chargers,45,0,401220237,-45,0,1
912,2020,13,Broncos,Chiefs,16,22,401220218,6,1,0
913,2020,13,Washington,Steelers,23,17,401220176,-6,0,1
914,2017,13,Chiefs,Jets,31,38,400951726,7,1,0
915,2017,13,Colts,Jaguars,10,30,400951713,20,1,0
916,2017,13,Lions,Ravens,20,44,400951680,24,1,0
917,2018,13,Saints,Cowboys,10,13,401030899,3,1,0
918,2020,13,Bills,49ers,34,24,401220357,-10,0,1
919,2020,13,Cowboys,Ravens,17,34,401220151,17,1,0
920,2017,13,Browns,Chargers,10,19,400951731,9,1,0
921,2017,13,Giants,Raiders,17,24,400951740,7,1,0
922,2017,13,Panthers,Saints,21,31,400951722,10,1,0
923,2018,13,Ravens,Falcons,26,16,401030928,-10,0,1
924,2018,13,Broncos,Bengals,24,10,401030955,-14,0,1
925,2018,13,Rams,Lions,30,16,401030957,-14,0,1
926,2017,13,Rams,Cardinals,32,16,400951733,-16,0,1
927,2017,13,Eagles,Seahawks,10,24,400951746,14,1,0
928,2017,13,Steelers,Bengals,23,20,400951754,-3,0,1
929,2018,13,Cardinals,Packers,20,17,401030965,-3,0,1
930,2018,13,Bills,Dolphins,17,21,401030954,4,1,0
931,2018,13,Bears,Giants,27,30,401030953,3,1,0
932,2018,13,Panthers,Buccaneers,17,24,401030968,7,1,0
933,2018,13,Colts,Jaguars,0,6,401030962,6,1,0
934,2018,13,Browns,Texans,13,29,401030964,16,1,0
935,2018,14,Jaguars,Titans,9,30,401030724,21,1,0
936,2018,13,Jets,Titans,22,26,401030960,4,1,0
937,2018,13,Chiefs,Raiders,40,33,401030935,-7,0,1
938,2018,13,Vikings,Patriots,10,24,401030959,14,1,0
939,2018,14,Jets,Bills,27,23,401030750,-4,0,1
940,2018,14,Panthers,Browns,20,26,401030823,6,1,0
941,2018,14,Falcons,Packers,20,34,401030825,14,1,0
942,2018,13,49ers,Seahawks,16,43,401030958,27,1,0
943,2018,13,Chargers,Steelers,33,30,401030951,-3,0,1
944,2018,13,Washington,Eagles,13,28,401030871,15,1,0
945,2018,14,Ravens,Chiefs,24,27,401030764,3,1,0
946,2018,14,Patriots,Dolphins,33,34,401030761,1,1,0
947,2018,14,Saints,Buccaneers,28,14,401030758,-14,0,1
948,2018,14,Giants,Washington,40,16,401030753,-24,0,1
949,2018,14,Colts,Texans,24,21,401030813,-3,0,1
950,2018,14,Bengals,Chargers,21,26,401030851,5,1,0
951,2021,13,Cowboys,Saints,27,17,401326509,-10,0,1
952,2018,14,Broncos,49ers,14,20,401030827,6,1,0
953,2018,14,Eagles,Cowboys,23,29,401030854,6,1,0
954,2018,14,Steelers,Raiders,21,24,401030863,3,1,0
955,2018,14,Lions,Cardinals,17,3,401030860,-14,0,1
956,2021,13,Buccaneers,Falcons,30,17,401326510,-13,0,1
957,2021,13,Cardinals,Bears,33,22,401326511,-11,0,1
958,2021,13,Chargers,Bengals,41,22,401326512,-19,0,1
959,2018,14,Rams,Bears,6,15,401030817,9,1,0
960,2018,14,Vikings,Seahawks,7,21,401030867,14,1,0
961,2020,14,Patriots,Rams,3,24,401220349,21,1,0
962,2021,13,Vikings,Lions,27,29,401326513,2,1,0
963,2021,13,Giants,Dolphins,9,20,401326516,11,1,0
964,2021,13,Eagles,Jets,33,18,401326517,-15,0,1
965,2017,14,Saints,Falcons,17,20,400951557,3,1,0
966,2020,14,Texans,Bears,7,36,401220279,29,1,0
967,2020,14,Cowboys,Bengals,30,7,401220159,-23,0,1
968,2020,14,Chiefs,Dolphins,33,27,401220125,-6,0,1
969,2021,13,Colts,Texans,31,0,401326514,-31,0,1
970,2021,13,Washington,Raiders,17,15,401326518,-2,0,1
971,2021,13,Jaguars,Rams,7,37,401326519,30,1,0
972,2017,14,Colts,Bills,7,13,400951560,6,1,0
973,2017,14,Bears,Bengals,33,7,400951564,-26,0,1
974,2017,14,Packers,Browns,27,21,400951647,-6,0,1
975,2017,14,Raiders,Chiefs,15,26,400951654,11,1,0
976,2020,14,Cardinals,Giants,26,7,401220253,-19,0,1
977,2020,14,Vikings,Buccaneers,14,26,401220332,12,1,0
978,2020,14,Broncos,Panthers,32,27,401220319,-5,0,1
979,2021,13,Ravens,Steelers,19,20,401326520,1,1,0
980,2021,13,49ers,Seahawks,23,30,401326521,7,1,0
981,2021,13,Broncos,Chiefs,9,22,401326515,13,1,0
982,2021,13,Patriots,Bills,14,10,401326522,-4,0,1
983,2017,14,Cowboys,Giants,30,10,400951692,-20,0,1
984,2017,14,Lions,Buccaneers,24,21,400951660,-3,0,1
985,2017,14,Vikings,Panthers,24,31,400951561,7,1,0
986,2020,14,Titans,Jaguars,31,10,401220196,-21,0,1
987,2020,14,Colts,Raiders,44,27,401220233,-17,0,1
988,2020,14,Jets,Seahawks,3,40,401220366,37,1,0
989,2017,14,49ers,Texans,26,16,400951649,-10,0,1
990,2017,14,Jets,Broncos,0,23,400951665,23,1,0
991,2017,14,Titans,Cardinals,7,12,400951662,5,1,0
992,2020,14,Packers,Lions,31,24,401220283,-7,0,1
993,2020,14,Saints,Eagles,21,24,401220265,3,1,0
994,2020,14,Falcons,Chargers,17,20,401220239,3,1,0
995,2017,14,Washington,Chargers,13,30,400951687,17,1,0
996,2017,14,Eagles,Rams,43,35,400951689,-8,0,1
997,2017,14,Seahawks,Jaguars,24,30,400951652,6,1,0
998,2020,14,Washington,49ers,23,15,401220356,-8,0,1
999,2020,14,Steelers,Bills,15,26,401220121,11,1,0
1000,2020,14,Ravens,Browns,47,42,401220162,-5,0,1
1001,2017,14,Ravens,Steelers,38,39,400951694,1,1,0
1002,2017,14,Patriots,Dolphins,20,27,400951696,7,1,0
1003,2019,14,Cowboys,Bears,24,31,401127871,7,1,0
1004,2019,14,Panthers,Falcons,20,40,401127869,20,1,0
1005,2019,14,Ravens,Bills,24,17,401127868,-7,0,1
1006,2019,14,Bengals,Browns,19,27,401127867,8,1,0
1007,2019,14,Washington,Packers,15,20,401127916,5,1,0
1008,2019,14,Lions,Vikings,7,20,401127926,13,1,0
1009,2019,14,49ers,Saints,48,46,401127964,-2,0,1
1010,2019,14,Dolphins,Jets,21,22,401127969,1,1,0
1011,2019,14,Colts,Buccaneers,35,38,401127994,3,1,0
1012,2019,14,Broncos,Texans,38,24,401127920,-14,0,1
1013,2019,14,Chargers,Jaguars,45,10,401127997,-35,0,1
1014,2019,14,Titans,Raiders,42,21,401128005,-21,0,1
1015,2019,14,Chiefs,Patriots,23,16,401127930,-7,0,1
1016,2019,14,Steelers,Cardinals,23,17,401128002,-6,0,1
1017,2019,14,Seahawks,Rams,12,28,401128009,16,1,0
1018,2019,14,Giants,Eagles,17,23,401128013,6,1,0
1019,2019,15,Jets,Ravens,21,42,401128020,21,1,0
1020,2020,15,Chargers,Raiders,30,27,401220228,-3,0,1
1021,2019,15,Patriots,Bengals,34,13,401127955,-21,0,1
1022,2019,15,Buccaneers,Lions,38,17,401128028,-21,0,1
1023,2019,15,Bears,Packers,13,21,401128031,8,1,0
1024,2020,15,Bills,Broncos,48,19,401220213,-29,0,1
1025,2020,15,Panthers,Packers,16,24,401220294,8,1,0
1026,2020,15,Buccaneers,Falcons,31,27,401220308,-4,0,1
1027,2019,15,Texans,Titans,24,21,401128068,-3,0,1
1028,2019,15,Broncos,Chiefs,3,23,401128056,20,1,0
1029,2019,15,Dolphins,Giants,20,36,401128060,16,1,0
1030,2017,16,Colts,Ravens,16,23,400951596,7,1,0
1031,2020,15,49ers,Cowboys,33,41,401220246,8,1,0
1032,2020,15,Lions,Titans,25,46,401220208,21,1,0
1033,2020,15,Texans,Colts,20,27,401220186,7,1,0
1034,2020,15,Patriots,Dolphins,12,22,401220123,10,1,0
1035,2019,15,Eagles,Washington,37,27,401128071,-10,0,1
1036,2019,15,Seahawks,Panthers,30,24,401128024,-6,0,1
1037,2019,15,Jaguars,Raiders,20,16,401128099,-4,0,1
1038,2019,15,Browns,Cardinals,24,38,401128094,14,1,0
1039,2017,16,Vikings,Packers,16,0,400951602,-16,0,1
1040,2017,16,Browns,Bears,3,20,400951617,17,1,0
1041,2017,16,Lions,Bengals,17,26,400951621,9,1,0
1042,2017,16,Rams,Titans,27,23,400951667,-4,0,1
1043,2020,15,Bears,Vikings,33,27,401220298,-6,0,1
1044,2020,15,Seahawks,Washington,20,15,401220270,-5,0,1
1045,2020,15,Jaguars,Ravens,14,40,401220149,26,1,0
1046,2019,15,Vikings,Chargers,39,10,401128113,-29,0,1
1047,2019,15,Rams,Cowboys,21,44,401128103,23,1,0
1048,2019,15,Falcons,49ers,29,22,401128108,-7,0,1
1049,2021,14,Steelers,Vikings,28,36,401326523,8,1,0
1050,2017,16,Dolphins,Chiefs,13,29,400951625,16,1,0
1051,2017,16,Bills,Patriots,16,37,400951631,21,1,0
1052,2017,16,Falcons,Saints,13,23,400951637,10,1,0
1053,2020,15,Jets,Rams,23,20,401220350,-3,0,1
1054,2020,15,Eagles,Cardinals,26,33,401220339,7,1,0
1055,2020,15,Chiefs,Saints,32,29,401220325,-3,0,1
1056,2019,15,Bills,Steelers,17,10,401128065,-7,0,1
1057,2019,15,Colts,Saints,7,34,401128117,27,1,0
1058,2021,14,Ravens,Browns,22,24,401326526,2,1,0
1059,2021,14,Jaguars,Titans,0,20,401326530,20,1,0
1060,2021,14,Raiders,Chiefs,9,48,401326528,39,1,0
1061,2017,15,Broncos,Colts,25,13,400951705,-12,0,1
1062,2017,16,Chargers,Jets,14,7,400951642,-7,0,1
1063,2017,16,Broncos,Washington,11,27,400951671,16,1,0
1064,2017,16,Buccaneers,Panthers,19,22,400951613,3,1,0
1065,2018,15,Chargers,Chiefs,29,28,401030874,-1,0,1
1066,2020,15,Browns,Giants,20,6,401220255,-14,0,1
1067,2020,15,Steelers,Bengals,17,27,401220156,10,1,0
1068,2021,14,Saints,Jets,30,9,401326529,-21,0,1
1069,2021,14,Cowboys,Washington,27,20,401326531,-7,0,1
1070,2021,14,Falcons,Panthers,29,21,401326524,-8,0,1
1071,2021,14,Seahawks,Texans,33,13,401326527,-20,0,1
1072,2017,15,Bears,Lions,10,20,400951768,10,1,0
1073,2017,15,Chargers,Chiefs,13,30,400951772,17,1,0
1074,2017,15,Dolphins,Bills,16,24,400951774,8,1,0
1075,2017,16,Jaguars,49ers,33,44,400951675,11,1,0
1076,2017,16,Seahawks,Cowboys,21,12,400951709,-9,0,1
1077,2017,16,Giants,Cardinals,0,23,400951682,23,1,0
1078,2018,15,Texans,Jets,29,22,401030891,-7,0,1
1079,2018,15,Browns,Broncos,17,16,401030876,-1,0,1
1080,2018,15,Cardinals,Falcons,14,40,401030900,26,1,0
1081,2021,14,Lions,Broncos,10,38,401326532,28,1,0
1082,2021,14,Giants,Chargers,21,37,401326533,16,1,0
1083,2021,14,49ers,Bengals,26,23,401326525,-3,0,1
1084,2017,15,Ravens,Browns,27,10,400951778,-17,0,1
1085,2017,15,Bengals,Vikings,7,34,400951784,27,1,0
1086,2017,15,Jets,Saints,19,31,400951806,12,1,0
1087,2017,16,Steelers,Texans,34,6,400951714,-28,0,1
1088,2017,16,Raiders,Eagles,10,19,400951719,9,1,0
1089,2018,15,Lions,Bills,13,14,401030896,1,1,0
1090,2018,15,Packers,Bears,17,24,401030893,7,1,0
1091,2018,15,Raiders,Bengals,16,30,401030909,14,1,0
1092,2021,14,Bills,Buccaneers,27,33,401326534,6,1,0
1093,2021,14,Bears,Packers,30,45,401326535,15,1,0
1094,2021,14,Rams,Cardinals,30,23,401326536,-7,0,1
1095,2017,15,Eagles,Giants,34,29,400951808,-5,0,1
1096,2017,15,Cardinals,Washington,15,20,400951809,5,1,0
1097,2017,15,Packers,Panthers,24,31,400951777,7,1,0
1098,2018,15,Cowboys,Colts,0,23,401030927,23,1,0
1099,2018,15,Dolphins,Vikings,17,41,401030918,24,1,0
1100,2018,15,Titans,Giants,17,0,401030915,-17,0,1
1101,2017,15,Texans,Jaguars,7,45,400951781,38,1,0
1102,2017,15,Rams,Seahawks,42,7,400951811,-35,0,1
1103,2017,15,Patriots,Steelers,27,24,400951812,-3,0,1
1104,2018,15,Washington,Jaguars,16,13,401030924,-3,0,1
1105,2018,15,Buccaneers,Ravens,12,20,401030898,8,1,0
1106,2018,15,Seahawks,49ers,23,26,401030950,3,1,0
1107,2021,15,Chiefs,Chargers,34,28,401326537,-6,0,1
1108,2017,15,Titans,49ers,23,25,400951813,2,1,0
1109,2017,15,Cowboys,Raiders,20,17,400951814,-3,0,1
1110,2017,15,Falcons,Buccaneers,24,21,400951816,-3,0,1
1111,2018,15,Patriots,Steelers,10,17,401030956,7,1,0
1112,2018,15,Eagles,Rams,30,23,401030961,-7,0,1
1113,2018,15,Saints,Panthers,12,9,401030967,-3,0,1
1114,2021,15,Patriots,Colts,17,27,401326540,10,1,0
1115,2021,15,Panthers,Bills,14,31,401326538,17,1,0
1116,2021,15,Cardinals,Lions,12,30,401326544,18,1,0
1117,2020,16,Vikings,Saints,33,52,401220324,19,1,0
1118,2021,15,Jets,Dolphins,24,31,401326541,7,1,0
1119,2021,15,Cowboys,Giants,21,6,401326546,-15,0,1
1120,2021,15,Titans,Steelers,13,19,401326547,6,1,0
1121,2020,16,Buccaneers,Lions,47,7,401220286,-40,0,1
1122,2020,16,49ers,Cardinals,20,12,401220337,-8,0,1
1123,2020,16,Dolphins,Raiders,26,25,401220230,-1,0,1
1124,2021,15,Texans,Jaguars,30,16,401326545,-14,0,1
1125,2021,15,Bengals,Broncos,15,10,401326548,-5,0,1
1126,2021,15,Falcons,49ers,13,31,401326549,18,1,0
1127,2020,16,Falcons,Chiefs,14,17,401220223,3,1,0
1128,2020,16,Browns,Jets,16,23,401220145,7,1,0
1129,2020,16,Colts,Steelers,24,28,401220174,4,1,0
1130,2021,15,Packers,Ravens,31,30,401326543,-1,0,1
1131,2021,15,Saints,Buccaneers,9,0,401326551,-9,0,1
1132,2021,15,Raiders,Browns,16,14,401326539,-2,0,1
1133,2020,16,Bears,Jaguars,41,17,401220199,-24,0,1
1134,2020,16,Giants,Ravens,13,27,401220152,14,1,0
1135,2020,16,Bengals,Texans,37,31,401220182,-6,0,1
1136,2021,15,Vikings,Bears,17,9,401326552,-8,0,1
1137,2021,15,Seahawks,Rams,10,20,401326550,10,1,0
1138,2021,15,Washington,Eagles,17,27,401326542,10,1,0
1139,2020,16,Broncos,Chargers,16,19,401220234,3,1,0
1140,2020,16,Panthers,Washington,20,13,401220273,-7,0,1
1141,2020,16,Eagles,Cowboys,17,37,401220243,20,1,0
1142,2020,16,Rams,Seahawks,9,20,401220362,11,1,0
1143,2020,16,Titans,Packers,14,40,401220296,26,1,0
1144,2020,16,Bills,Patriots,38,9,401220130,-29,0,1
1145,2018,17,Dolphins,Bills,17,42,401030722,25,1,0
1146,2018,17,Lions,Packers,31,0,401030757,-31,0,1
1147,2018,17,Jets,Patriots,3,38,401030765,35,1,0
1148,2018,17,Panthers,Saints,33,14,401030768,-19,0,1
1149,2018,17,Cowboys,Giants,36,35,401030812,-1,0,1
1150,2018,17,Falcons,Buccaneers,34,32,401030820,-2,0,1
1151,2018,17,Jaguars,Texans,3,20,401030759,17,1,0
1152,2018,17,Chargers,Broncos,23,9,401030824,-14,0,1
1153,2018,17,Raiders,Chiefs,3,35,401030760,32,1,0
1154,2018,17,49ers,Rams,32,48,401030850,16,1,0
1155,2018,17,Bears,Vikings,24,10,401030763,-14,0,1
1156,2018,17,Bengals,Steelers,13,16,401030818,3,1,0
1157,2018,17,Cardinals,Seahawks,24,27,401030856,3,1,0
1158,2018,16,Washington,Titans,16,25,401030868,9,1,0
1159,2018,17,Eagles,Washington,24,0,401030727,-24,0,1
1160,2018,17,Browns,Ravens,24,26,401030719,2,1,0
1161,2018,17,Colts,Titans,33,17,401030755,-16,0,1
1162,2018,16,Ravens,Chargers,22,10,401030897,-12,0,1
1163,2018,16,Bengals,Browns,18,26,401030872,8,1,0
1164,2018,16,Buccaneers,Cowboys,20,27,401030875,7,1,0
1165,2018,16,Vikings,Lions,27,9,401030877,-18,0,1
1166,2018,16,Giants,Colts,27,28,401030861,1,1,0
1167,2018,16,Jaguars,Dolphins,17,7,401030866,-10,0,1
1168,2018,16,Bills,Patriots,12,24,401030892,12,1,0
1169,2018,16,Packers,Jets,44,38,401030870,-6,0,1
1170,2018,16,Texans,Eagles,30,32,401030864,2,1,0
1171,2018,16,Falcons,Panthers,24,10,401030895,-14,0,1
1172,2018,16,Rams,Cardinals,31,9,401030907,-22,0,1
1173,2018,16,Bears,49ers,14,9,401030901,-5,0,1
1174,2018,16,Steelers,Saints,28,31,401030913,3,1,0
1175,2018,16,Chiefs,Seahawks,31,38,401030917,7,1,0
1176,2018,16,Broncos,Raiders,14,27,401030926,13,1,0
1177,2019,16,Texans,Buccaneers,23,20,401127901,-3,0,1
1178,2021,16,49ers,Titans,17,20,401326553,3,1,0
1179,2019,16,Bills,Patriots,17,24,401127898,7,1,0
1180,2019,16,Rams,49ers,31,34,401127900,3,1,0
1181,2019,16,Jaguars,Falcons,12,24,401127903,12,1,0
1182,2019,16,Ravens,Browns,31,15,401127904,-16,0,1
1183,2021,16,Browns,Packers,22,24,401326554,2,1,0
1184,2021,16,Colts,Cardinals,22,16,401326555,-6,0,1
1185,2021,16,Lions,Falcons,16,20,401326556,4,1,0
1186,2019,16,Saints,Titans,38,28,401127935,-10,0,1
1187,2019,16,Panthers,Colts,6,38,401127906,32,1,0
1188,2019,16,Bengals,Dolphins,35,38,401127910,3,1,0
1189,2021,16,Ravens,Bengals,21,41,401326558,20,1,0
1190,2021,16,Rams,Vikings,30,23,401326560,-7,0,1
1191,2021,16,Bills,Patriots,33,21,401326561,-12,0,1
1192,2019,16,Steelers,Jets,10,16,401127933,6,1,0
1193,2019,16,Giants,Washington,41,35,401127937,-6,0,1
1194,2019,16,Lions,Broncos,17,27,401127893,10,1,0
1195,2021,16,Jaguars,Jets,21,26,401326562,5,1,0
1196,2021,16,Giants,Eagles,10,34,401326563,24,1,0
1197,2021,16,Buccaneers,Panthers,32,6,401326557,-26,0,1
1198,2019,16,Raiders,Chargers,24,17,401127896,-7,0,1
1199,2019,16,Cowboys,Eagles,9,17,401127938,8,1,0
1200,2019,16,Cardinals,Seahawks,27,13,401127941,-14,0,1
1201,2017,17,Packers,Lions,11,35,400951741,24,1,0
1202,2021,16,Chargers,Texans,29,41,401326559,12,1,0
1203,2021,16,Bears,Seahawks,25,24,401326564,-1,0,1
1204,2021,16,Steelers,Chiefs,10,36,401326565,26,1,0
1205,2019,16,Chiefs,Bears,26,3,401127943,-23,0,1
1206,2019,16,Packers,Vikings,23,10,401127946,-13,0,1
1207,2017,17,Texans,Colts,13,22,400951745,9,1,0
1208,2017,17,Bears,Vikings,10,23,400951750,13,1,0
1209,2017,17,Jets,Patriots,6,26,400951756,20,1,0
1210,2021,16,Broncos,Raiders,13,17,401326566,4,1,0
1211,2021,16,Washington,Cowboys,14,56,401326567,42,1,0
1212,2021,16,Dolphins,Saints,20,3,401326568,-17,0,1
1213,2017,17,Washington,Giants,10,18,400951757,8,1,0
1214,2017,17,Cowboys,Eagles,6,0,400951759,-6,0,1
1215,2017,17,Browns,Steelers,24,28,400951762,4,1,0
1216,2017,17,Panthers,Falcons,10,22,400951734,12,1,0
1217,2017,17,Chiefs,Broncos,27,24,400951789,-3,0,1
1218,2017,17,Jaguars,Titans,10,15,400951788,5,1,0
1219,2019,17,Jets,Bills,13,6,401127973,-7,0,1
1220,2017,17,49ers,Rams,34,13,400951792,-21,0,1
1221,2017,17,Bills,Dolphins,22,16,400951748,-6,0,1
1222,2017,17,Raiders,Chargers,10,30,400951791,20,1,0
1223,2019,17,Browns,Bengals,23,33,401127978,10,1,0
1224,2019,17,Packers,Lions,23,20,401127983,-3,0,1
1225,2019,17,Chargers,Chiefs,21,31,401127990,10,1,0
1226,2017,17,Cardinals,Seahawks,26,24,400951793,-2,0,1
1227,2017,17,Saints,Buccaneers,24,31,400951764,7,1,0
1228,2017,17,Bengals,Ravens,31,27,400951739,-4,0,1
1229,2019,17,Bears,Vikings,21,19,401127991,-2,0,1
1230,2019,17,Dolphins,Patriots,27,24,401127909,-3,0,1
1231,2019,17,Falcons,Buccaneers,28,22,401128034,-6,0,1
1232,2019,17,Saints,Panthers,42,10,401127975,-32,0,1
1233,2019,17,Washington,Cowboys,16,47,401127980,31,1,0
1234,2019,17,Raiders,Broncos,15,16,401128036,1,1,0
1235,2019,17,Cardinals,Rams,24,31,401128038,7,1,0
1236,2019,17,Eagles,Giants,34,17,401128033,-17,0,1
1237,2019,17,Colts,Jaguars,20,38,401127988,18,1,0
1238,2019,17,Steelers,Ravens,10,28,401127950,18,1,0
1239,2019,17,Titans,Texans,35,14,401127984,-21,0,1
1240,2019,17,49ers,Seahawks,26,21,401128040,-5,0,1
1241,2020,17,Dolphins,Bills,26,56,401220114,30,1,0
1242,2020,17,Ravens,Bengals,38,3,401220154,-35,0,1
1243,2020,17,Steelers,Browns,22,24,401220164,2,1,0
1244,2020,17,Vikings,Lions,37,35,401220284,-2,0,1
1245,2020,17,Jets,Patriots,14,28,401220132,14,1,0
1246,2020,17,Cowboys,Giants,19,23,401220250,4,1,0
1247,2020,17,Falcons,Buccaneers,27,44,401220328,17,1,0
1248,2020,17,Packers,Bears,35,16,401220275,-19,0,1
1249,2020,17,Raiders,Broncos,32,31,401220211,-1,0,1
1250,2020,17,Jaguars,Colts,14,28,401220187,14,1,0
1251,2020,17,Chargers,Chiefs,38,21,401220220,-17,0,1
1252,2020,17,Cardinals,Rams,7,18,401220344,11,1,0
1253,2020,17,Seahawks,49ers,26,23,401220354,-3,0,1
1254,2021,17,Falcons,Bills,15,29,401326569,14,1,0
1255,2020,17,Saints,Panthers,33,7,401220315,-26,0,1
1256,2020,17,Titans,Texans,41,38,401220180,-3,0,1
1257,2020,17,Washington,Eagles,20,14,401220260,-6,0,1
1258,2021,17,Giants,Bears,3,29,401326570,26,1,0
1259,2021,17,Chiefs,Bengals,31,34,401326571,3,1,0
1260,2021,17,Dolphins,Titans,3,34,401326577,31,1,0
1261,2021,17,Raiders,Colts,23,20,401326573,-3,0,1
1262,2021,17,Jaguars,Patriots,10,50,401326574,40,1,0
1263,2021,17,Buccaneers,Jets,28,24,401326576,-4,0,1
1264,2021,17,Eagles,Washington,20,16,401326578,-4,0,1
1265,2021,17,Rams,Ravens,20,19,401326581,-1,0,1
1266,2021,17,Broncos,Chargers,13,34,401326579,21,1,0
1267,2021,17,Texans,49ers,7,23,401326580,16,1,0
1268,2021,17,Cardinals,Cowboys,25,22,401326572,-3,0,1
1269,2021,17,Panthers,Saints,10,18,401326575,8,1,0
1270,2021,17,Lions,Seahawks,29,51,401326582,22,1,0
1271,2021,17,Vikings,Packers,10,37,401326583,27,1,0
1272,2021,17,Browns,Steelers,14,26,401326584,12,1,0
1273,2021,18,Chiefs,Broncos,28,24,401326598,-4,0,1
1274,2021,18,Cowboys,Eagles,51,26,401326595,-25,0,1
1275,2021,18,Bengals,Browns,16,21,401326588,5,1,0
1276,2021,18,Packers,Lions,30,37,401326589,7,1,0
1277,2021,18,Bears,Vikings,17,31,401326593,14,1,0
1278,2021,18,Washington,Giants,22,7,401326594,-15,0,1
1279,2021,18,Colts,Jaguars,11,26,401326591,15,1,0
1280,2021,18,Steelers,Ravens,16,13,401326586,-3,0,1
1281,2021,18,Titans,Texans,28,25,401326590,-3,0,1
1282,2021,18,Saints,Falcons,30,20,401326585,-10,0,1
1283,2021,18,Jets,Bills,10,27,401326587,17,1,0
1284,2021,18,49ers,Rams,27,24,401326599,-3,0,1
1285,2021,18,Patriots,Dolphins,24,33,401326592,9,1,0
1286,2021,18,Seahawks,Cardinals,38,30,401326597,-8,0,1
1287,2021,18,Panthers,Buccaneers,17,41,401326596,24,1,0
1288,2021,18,Chargers,Raiders,32,35,401326600,3,1,0
=======
,season,week,awayteam,hometeam,awayscore,homescore,score_abs,winner_home,winner_away
0,2018,2,Ravens,Bengals,23,34,11,1,0
1,2018,2,Panthers,Falcons,24,31,7,1,0
2,2018,2,Chargers,Bills,31,20,-11,0,1
3,2018,2,Texans,Titans,17,20,3,1,0
4,2017,2,Texans,Bengals,13,9,-4,0,1
5,2017,1,Chiefs,Patriots,42,27,-15,0,1
6,2019,1,Packers,Bears,10,3,-7,0,1
7,2018,2,Browns,Saints,18,21,3,1,0
8,2018,2,Dolphins,Jets,20,12,-8,0,1
9,2018,2,Chiefs,Steelers,42,37,-5,0,1
10,2018,1,Falcons,Eagles,12,18,6,1,0
11,2017,2,Cardinals,Colts,16,13,-3,0,1
12,2017,2,Eagles,Chiefs,20,27,7,1,0
13,2017,2,Patriots,Saints,36,20,-16,0,1
14,2017,1,Jets,Bills,12,21,9,1,0
15,2017,1,Falcons,Bears,23,17,-6,0,1
16,2017,1,Ravens,Bengals,20,0,-20,0,1
17,2019,1,Titans,Browns,43,13,-30,0,1
18,2019,1,Ravens,Dolphins,59,10,-49,0,1
19,2019,1,Falcons,Vikings,12,28,16,1,0
20,2019,2,Buccaneers,Panthers,20,14,-6,0,1
21,2018,2,Eagles,Buccaneers,21,27,6,1,0
22,2018,2,Colts,Washington,21,9,-12,0,1
23,2018,2,Cardinals,Rams,0,34,34,1,0
24,2020,1,Texans,Chiefs,20,34,14,1,0
25,2018,1,Bengals,Colts,34,23,-11,0,1
26,2018,1,Titans,Dolphins,20,27,7,1,0
27,2017,2,Vikings,Steelers,9,26,17,1,0
28,2017,2,Bears,Buccaneers,7,29,22,1,0
29,2017,2,Bills,Panthers,3,9,6,1,0
30,2017,1,Steelers,Browns,21,18,-3,0,1
31,2017,1,Cardinals,Lions,23,35,12,1,0
32,2017,1,Raiders,Titans,26,16,-10,0,1
33,2019,1,Bills,Jets,17,16,-1,0,1
34,2019,1,Washington,Eagles,27,32,5,1,0
35,2019,1,Rams,Panthers,30,27,-3,0,1
36,2019,2,49ers,Bengals,41,17,-24,0,1
37,2019,2,Chargers,Lions,10,13,3,1,0
38,2019,2,Vikings,Packers,16,21,5,1,0
39,2018,2,Lions,49ers,27,30,3,1,0
40,2018,2,Raiders,Broncos,19,20,1,1,0
41,2018,2,Patriots,Jaguars,20,31,11,1,0
42,2020,1,Seahawks,Falcons,38,25,-13,0,1
43,2020,1,Jets,Bills,17,27,10,1,0
44,2020,1,Bears,Lions,27,23,-4,0,1
45,2018,1,49ers,Vikings,16,24,8,1,0
46,2018,1,Texans,Patriots,20,27,7,1,0
